id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,Combination_Count
US20090203738,"['sibutramine hydrochloride monohydrate', 'donepezil hydrochloride']","['DB01105', 'DB00843']","['-1', 'CID5741']",bulimia nervosa,Feeding or eating disorders,DB01105,DB00843,1
US20090203738,"['sibutramine hydrochloride monohydrate', 'donepezil hydrochloride']","['DB01105', 'DB00843']","['-1', 'CID5741']",depression,Mood disorders,DB01105,DB00843,1
US20090209493,"['fluvastatin sodium', 'zoledronic acid monohydrate']","['DB01095', 'DB00399']","['CID23679527', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01095,DB00399,1
US20090227529,"['valrubicin', 'trospium chloride']","['DB00385', 'DB00209']","['CID454216', 'CID107979']",cancer bladder,Diseases of the urinary system,DB00385,DB00209,1
US20090304826,"['ibuprofen', 'fexofenadine hydrochloride']","['DB01050', 'DB00950']","['CID3672', 'CID63002']",atopic dermatitis,Allergic or hypersensitivity conditions,DB01050,DB00950,1
US20090304826,"['ibuprofen', 'fexofenadine hydrochloride']","['DB01050', 'DB00950']","['CID3672', 'CID63002']",inflammation skin,"Symptoms, signs or clinical findings involving the skin",DB01050,DB00950,2
US20090304826,"['ibuprofen', 'fexofenadine hydrochloride']","['DB01050', 'DB00950']","['CID3672', 'CID63002']",psoriasis,Inflammatory dermatoses,DB01050,DB00950,1
US20090304826,"['ibuprofen', 'fexofenadine hydrochloride']","['DB01050', 'DB00950']","['CID3672', 'CID63002']",rosacea,Dermatoses provoked by physical or environmental factors,DB01050,DB00950,1
US20090317489,"['cisplatin', 'deferasirox']","['DB00515', 'DB01609']","['CID5702198', 'CID5493381']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00515,DB01609,1
US20090325999,"['caffeine', 'diphenhydramine hydrochloride']","['DB00201', 'DB01075']","['CID2519', 'CID8980']",allergy,Allergic or hypersensitivity conditions,DB00201,DB01075,1
US20100004200,"['meloxicam', 'glucosamine sulfate']","['DB00814', 'DB01296']","['CID54677470', '-1']",osteoarthritis,Arthropathies,DB00814,DB01296,1
US20100004200,"['meloxicam', 'glucosamine sulfate']","['DB00814', 'DB01296']","['CID54677470', '-1']",pain,"General symptoms, signs or clinical findings",DB00814,DB01296,1
US20100087499,"['temozolomide', 'sunitinib malate']","['DB00853', 'DB01268']","['CID5394', 'CID6456015']",melanoma,Malignant neoplasms involving the skin,DB00853,DB01268,1
US20100092397,"['theophylline', 'fluticasone propionate']","['DB00277', 'DB00588']","['CID2153', 'CID444036']",asthma,Allergic or hypersensitivity conditions,DB00277,DB00588,1
US20100092397,"['theophylline', 'fluticasone propionate']","['DB00277', 'DB00588']","['CID2153', 'CID444036']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB00277,DB00588,2
US20100092397,"['theophylline', 'fluticasone propionate']","['DB00277', 'DB00588']","['CID2153', 'CID444036']",fibrosis cystic,Metabolic disorders,DB00277,DB00588,2
US20100092397,"['theophylline', 'fluticasone propionate']","['DB00277', 'DB00588']","['CID2153', 'CID444036']",hypertension pulmonary arterial,Diseases of the circulatory system,DB00277,DB00588,2
US20100204217,"['ciprofloxacin hydrochloride', 'rifampicin']","['DB00537', 'DB01045']","['CID62999', 'CID5381226']",aplastic anemia,Anaemias or other erythrocyte disorders,DB00537,DB01045,1
US20100204217,"['ciprofloxacin hydrochloride', 'rifampicin']","['DB00537', 'DB01045']","['CID62999', 'CID5381226']",leukemia,Neoplasms,DB00537,DB01045,1
US20100210575,"['flucytosine', 'amphotericin b']","['DB01099', 'DB00681']","['CID3366', 'CID5280965']",infection fungal,Arthropathies,DB01099,DB00681,1
US20100215737,"['nimodipine', 'tacrolimus']","['DB00393', 'DB00864']","['CID4497', 'CID445643']",amyotrophic lateral sclerosis,Motor neuron diseases or related disorders,DB00393,DB00864,1
US20100215737,"['nimodipine', 'tacrolimus']","['DB00393', 'DB00864']","['CID4497', 'CID445643']",dementia alzheimer type,Neurocognitive disorders,DB00393,DB00864,1
US20100215737,"['nimodipine', 'tacrolimus']","['DB00393', 'DB00864']","['CID4497', 'CID445643']",parkinson's disease,Movement disorders,DB00393,DB00864,2
US20100255088,"['acetylsalicylic acid', 'trans-resveratrol']","['DB00945', 'DB02709']","['CID2244', 'CID445154']",cardiovascular disorders,Certain specified forms of heart disease,DB00945,DB02709,1
US20100273733,"['dexamethasone', 'zidovudine']","['DB01234', 'DB00495']","['CID5743', 'CID35370']",infection hiv,Diseases of the genitourinary system,DB01234,DB00495,1
US20100273756,"['azelaic acid', 'tretinoin']","['DB00548', 'DB00755']","['CID2266', 'CID444795']",acne,Skin disorders involving specific cutaneous structures,DB00548,DB00755,3
US20100273756,"['azelaic acid', 'tretinoin']","['DB00548', 'DB00755']","['CID2266', 'CID444795']",aging,Diseases of the stomach or the duodenum,DB00548,DB00755,2
US20100273756,"['azelaic acid', 'tretinoin']","['DB00548', 'DB00755']","['CID2266', 'CID444795']",photodamage,"Symptoms, signs or clinical findings involving the skin",DB00548,DB00755,1
US20100311704,"['triamcinolone acetonide', 'naltrexone hydrochloride']","['DB00620', 'DB00704']","['CID6436', 'CID5485201']",substance abuse and dependence,Disorders due to substance use or addictive behaviours,DB00620,DB00704,1
US20100317682,"['morphine sulfate', 'methylnaltrexone bromide']","['DB00295', 'DB06800']","['CID5288826', 'CID5361917']",constipation,"Symptoms, signs or clinical findings, not elsewhere classified",DB00295,DB06800,1
US20100331331,"['atazanavir sulfate', 'elvitegravir']","['DB01072', 'DB09101']","['CID158550', 'CID5277135']",infection hiv,Diseases of the genitourinary system,DB01072,DB09101,1
US20100331999,"['metformin hydrochloride', 'phentermine']","['DB00331', 'DB00191']","['CID14219', 'CID4771']",diabetes type 2,Endocrine diseases,DB00331,DB00191,1
US20100331999,"['metformin hydrochloride', 'phentermine']","['DB00331', 'DB00191']","['CID14219', 'CID4771']",obesity,Nutritional disorders,DB00331,DB00191,2
US20110015117,"['cefalexin monohydrate', 'melatonin']","['DB00567', 'DB01065']","['CID62921', 'CID896']",infection bacterial,Other bacterial diseases,DB00567,DB01065,1
US20110028477,"['dorzolamide hydrochloride', 'latanoprost']","['DB00869', 'DB00654']","['CID6918132', 'CID5311221']",glaucoma,Disorders of the visual organs,DB00869,DB00654,2
US20110046079,"['omeprazole', 'esomeprazole magnesium']","['DB00338', 'DB00736']","['CID4594', 'CID9568613']",gastrointestinal disorders,Diseases of the digestive system,DB00338,DB00736,1
US20110086074,"['meloxicam', 'niacin']","['DB00814', 'DB00627']","['CID54677470', 'CID938']",diabetes,Endocrine diseases,DB00814,DB00627,1
US20110086074,"['meloxicam', 'niacin']","['DB00814', 'DB00627']","['CID54677470', 'CID938']",dyslipidemia,Metabolic disorders,DB00814,DB00627,2
US20110086074,"['meloxicam', 'niacin']","['DB00814', 'DB00627']","['CID54677470', 'CID938']",flushing,"Symptoms, signs or clinical findings involving the skin",DB00814,DB00627,1
US20110091560,"['doxorubicin hydrochloride', 'paclitaxel']","['DB00997', 'DB01229']","['CID31703', 'CID36314']",infections,Certain infectious or parasitic diseases,DB00997,DB01229,1
US20110091574,"['sirolimus', 'celecoxib']","['DB00877', 'DB00482']","['CID5284616', 'CID2662']",cancer lung (non-small cell) (nsclc) (adenocarcinoma),Neoplasms of the respiratory system,DB00877,DB00482,1
US20110092463,"['pemirolast potassium', 'losartan potassium']","['DB00885', 'DB00678']","['CID443866', 'CID11751549']",atherosclerosis,Diseases of arteries or arterioles,DB00885,DB00678,1
US20110135580,"['prednisolone', 'tiotropium bromide']","['DB00860', 'DB01409']","['CID5755', '-1']",acute respiratory distress syndrome (ards),Respiratory diseases principally affecting the lung interstitium,DB00860,DB01409,2
US20110135580,"['prednisolone', 'tiotropium bromide']","['DB00860', 'DB01409']","['CID5755', '-1']",asthma,Allergic or hypersensitivity conditions,DB00860,DB01409,1
US20110135580,"['prednisolone', 'tiotropium bromide']","['DB00860', 'DB01409']","['CID5755', '-1']",chronic obstructive pulmonary disease (copd),Certain lower respiratory tract diseases,DB00860,DB01409,1
US20110166186,"['pirfenidone', 'fluvoxamine maleate']","['DB04951', 'DB00176']","['CID40632', 'CID9560989']",idiopathic pulmonary fibrosis,Respiratory diseases principally affecting the lung interstitium,DB04951,DB00176,7
US20110172251,"['risperidone', 'pipamperone']","['DB00734', 'DB09286']","['CID5073', 'CID4830']",psychosis,Schizophrenia or other primary psychotic disorders,DB00734,DB09286,1
US20110190396,"['colchicine', 'clarithromycin']","['DB01394', 'DB01211']","['CID23890', 'CID84029']",gout,Arthropathies,DB01394,DB01211,3
US20110195917,"['sitagliptin phosphate monohydrate', 'empagliflozin']","['DB01261', 'DB09038']","['-1', 'CID11949646']",diabetes,Endocrine diseases,DB01261,DB09038,1
US20110207759,"['ezetimibe', 'niacin']","['DB00973', 'DB00627']","['CID150311', 'CID938']",atherosclerosis,Diseases of arteries or arterioles,DB00973,DB00627,1
US20110218215,"['propranolol hydrochloride', 'atropine sulfate']","['DB00571', 'DB00572']","['CID4946', '-1']",anxiety disorder,"Mental, behavioural or neurodevelopmental disorders",DB00571,DB00572,1
US20110256236,"['thalidomide', 'arsenic trioxide']","['DB01041', 'DB01169']","['CID5426', 'CID261004']",acute myeloid leukemia,Neoplasms,DB01041,DB01169,1
US20110256237,"['azelaic acid', 'niacinamide']","['DB00548', 'DB02701']","['CID2266', 'CID936']",acne,Skin disorders involving specific cutaneous structures,DB00548,DB02701,2
US20110269727,"['naltrexone hydrochloride', 'clonidine']","['DB00704', 'DB00575']","['CID5485201', 'CID2803']",pain low back,"Symptoms, signs or clinical findings of the musculoskeletal system",DB00704,DB00575,1
US20110294768,"['prednisolone', 'gatifloxacin']","['DB00860', 'DB01044']","['CID5755', 'CID5379']",ocular bacterial infection,Other bacterial diseases,DB00860,DB01044,2
US20110312986,"['metformin hydrochloride', 'trospium chloride']","['DB00331', 'DB00209']","['CID14219', 'CID107979']",overactive bladder,Other conditions of the genitourinary system,DB00331,DB00209,1
US20110313010,"['carmustine', 'temozolomide']","['DB00262', 'DB00853']","['CID2578', 'CID5394']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00262,DB00853,1
US20110319370,"['estradiol', 'melatonin']","['DB00783', 'DB01065']","['CID5757', 'CID896']",cataract,Disorders of the visual organs,DB00783,DB01065,2
US20110319466,"['captopril', 'sodium phenylbutyrate']","['DB01197', 'DB06819']","['CID44093', 'CID5258']",heart failure,Diseases of the circulatory system,DB01197,DB06819,3
US20110319466,"['captopril', 'sodium phenylbutyrate']","['DB01197', 'DB06819']","['CID44093', 'CID5258']",hypertrophy left ventricular,Diseases of the myocardium or cardiac chambers,DB01197,DB06819,2
US20120005128,"['verapamil hydrochloride', 'dronedarone hydrochloride']","['DB00661', 'DB04855']","['CID62969', 'CID219025']",fibrillation atrial,Cardiac arrhythmia,DB00661,DB04855,1
US20120010159,"['treprostinil sodium', 'celecoxib']","['DB00374', 'DB00482']","['CID23663413', 'CID2662']",arthritis,Arthropathies,DB00374,DB00482,1
US20120010159,"['treprostinil sodium', 'celecoxib']","['DB00374', 'DB00482']","['CID23663413', 'CID2662']",fever,"General symptoms, signs or clinical findings",DB00374,DB00482,2
US20120028998,"['niacinamide', 'etravirine']","['DB02701', 'DB06414']","['CID936', 'CID193962']",infection hiv,Diseases of the genitourinary system,DB02701,DB06414,1
US20120029028,"['lovastatin', 'pioglitazone']","['DB00227', 'DB01132']","['CID53232', 'CID4829']",hyperlipidemia,Metabolic disorders,DB00227,DB01132,1
US20120035183,"['lapatinib ditosylate', 'dasatinib']","['DB01259', 'DB01254']","['CID9941095', 'CID3062316']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01259,DB01254,1
US20120046262,"['ketoconazole', 'megestrol acetate']","['DB01026', 'DB00351']","['CID3823', 'CID11683']",aids,Diseases of the genitourinary system,DB01026,DB00351,2
US20120046262,"['ketoconazole', 'megestrol acetate']","['DB01026', 'DB00351']","['CID3823', 'CID11683']",anorexia nervosa,Feeding or eating disorders,DB01026,DB00351,1
US20120046262,"['ketoconazole', 'megestrol acetate']","['DB01026', 'DB00351']","['CID3823', 'CID11683']",cachexia,"General symptoms, signs or clinical findings",DB01026,DB00351,1
US20120046262,"['ketoconazole', 'megestrol acetate']","['DB01026', 'DB00351']","['CID3823', 'CID11683']",cancer breast,Disorders of breast,DB01026,DB00351,1
US20120046262,"['ketoconazole', 'megestrol acetate']","['DB01026', 'DB00351']","['CID3823', 'CID11683']",cancer endometrium,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01026,DB00351,1
US20120058980,"['ciclesonide', 'tiotropium bromide']","['DB01410', 'DB01409']","['CID6918155', '-1']",respiratory disorders,Diseases of the respiratory system,DB01410,DB01409,1
US20120087876,"['metronidazole', 'ivermectin']","['DB00916', 'DB00602']","['CID4173', 'CID9812710']",rosacea,Dermatoses provoked by physical or environmental factors,DB00916,DB00602,1
US20120095043,"['amlodipine besylate', 'pitavastatin calcium']","['DB00381', 'DB08860']","['CID60496', 'CID5282451']",hyperinsulinemia,Endocrine diseases,DB00381,DB08860,1
US20120095043,"['amlodipine besylate', 'pitavastatin calcium']","['DB00381', 'DB08860']","['CID60496', 'CID5282451']",hypertriglyceridemia,Metabolic disorders,DB00381,DB08860,1
US20120101151,"['artesunate', 'cysteamine bitartrate']","['DB09274', 'DB00847']","['CID6917864', 'CID23111531']",malaria,Certain infectious or parasitic diseases,DB09274,DB00847,1
US20120208881,"['colchicine', 'verapamil hydrochloride']","['DB01394', 'DB00661']","['CID23890', 'CID62969']",familial mediterranean fever,Diseases of the immune system,DB01394,DB00661,1
US20120214834,"['morphine sulfate', 'sirolimus']","['DB00295', 'DB00877']","['CID5288826', 'CID5284616']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00295,DB00877,3
US20120214834,"['morphine sulfate', 'sirolimus']","['DB00295', 'DB00877']","['CID5288826', 'CID5284616']",infection viral,Certain other viral diseases,DB00295,DB00877,1
US20120214856,"['paclitaxel', 'albendazole']","['DB01229', 'DB00518']","['CID36314', 'CID2082']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01229,DB00518,1
US20120220664,"['doxorubicin hydrochloride', 'metformin hydrochloride']","['DB00997', 'DB00331']","['CID31703', 'CID14219']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB00331,1
US20120225893,"['risperidone', 'dextromethorphan hydrobromide']","['DB00734', 'DB00514']","['CID5073', 'CID5464025']",schizophrenia,Schizophrenia or other primary psychotic disorders,DB00734,DB00514,1
US20120238940,"['ketoprofen', 'nifedipine']","['DB01009', 'DB01115']","['CID3825', 'CID4485']",infection urinary tract,Diseases of the urinary system,DB01009,DB01115,1
US20120238940,"['ketoprofen', 'nifedipine']","['DB01009', 'DB01115']","['CID3825', 'CID4485']",pain,"General symptoms, signs or clinical findings",DB01009,DB01115,3
US20120289547,"['pilocarpine hydrochloride', 'propiverine hydrochloride']","['DB01085', 'DB12278']","['CID5910', 'CID441412']",overactive bladder,Other conditions of the genitourinary system,DB01085,DB12278,1
US20120289563,"['pilocarpine hydrochloride', 'imidafenacin']","['DB01085', 'DB09262']","['CID5910', 'CID6433090']",overactive bladder,Other conditions of the genitourinary system,DB01085,DB09262,1
US20120329764,"['simvastatin', 'ergocalciferol']","['DB00641', 'DB00153']","['CID54454', 'CID5280793']",migraine,Headache disorders,DB00641,DB00153,1
US20130018020,"['niacinamide', 'tranexamic acid']","['DB02701', 'DB00302']","['CID936', 'CID5526']",dermatological disorders,"Symptoms, signs or clinical findings involving the skin",DB02701,DB00302,1
US20130023512,"['ceftriaxone sodium', 'sulbactam sodium']","['DB01212', 'DB09324']","['-1', 'CID23663973']",infection bacterial,Other bacterial diseases,DB01212,DB09324,1
US20130045988,"['roflumilast', 'prucalopride succinate']","['DB01656', 'DB06480']","['CID449193', 'CID9870009']",constipation,"Symptoms, signs or clinical findings, not elsewhere classified",DB01656,DB06480,1
US20130045988,"['roflumilast', 'prucalopride succinate']","['DB01656', 'DB06480']","['CID449193', 'CID9870009']",irritable bowel syndrome,"General symptoms, signs or clinical findings",DB01656,DB06480,1
US20130065916,"['oxycodone hydrochloride', 'morphine hydrochloride']","['DB00497', 'DB00295']","['CID5284603', 'CID5464110']",ileus postoperative,Diseases of small intestine,DB00497,DB00295,1
US20130096076,"['dapagliflozin', 'linagliptin']","['DB06292', 'DB08882']","['CID9887712', 'CID10096344']",diabetes,Endocrine diseases,DB06292,DB08882,2
US20130102635,"['atorvastatin calcium', 'lomitapide']","['DB01076', 'DB08827']","['CID60822', 'CID9853053']",hypercholesterolemia,Metabolic disorders,DB01076,DB08827,2
