id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,drugA,drugB,Combination_Count
CN109498622,"['losartan potassium', 'rosiglitazone maleate']","['DB00678', 'DB00412']","['CID11751549', 'CID5281055']",hypertension,Hypertensive diseases,DB00678,DB00412,losartan potassium,rosiglitazone maleate,1
CN109512821,"['tanespimycin', 'crizotinib']","['DB05134', 'DB08865']","['CID6440175', 'CID11626560']",cancer lung (non-small cell) (nsclc),Neoplasms of the respiratory system,DB05134,DB08865,tanespimycin,crizotinib,1
CN109528634,"['metronidazole', 'clindamycin hydrochloride']","['DB00916', 'DB01190']","['CID4173', 'CID16051951']",infection bacterial,Other bacterial diseases,DB00916,DB01190,metronidazole,clindamycin hydrochloride,1
CN109528654,"['doxorubicin hydrochloride', 'irinotecan hydrochloride']","['DB00997', 'DB00762']","['CID31703', 'CID74990']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB00762,doxorubicin hydrochloride,irinotecan hydrochloride,3
CN109528655,"['berberine chloride', 'doxorubicin hydrochloride']","['DB04115', 'DB00997']","['-1', 'CID31703']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB04115,DB00997,berberine chloride,doxorubicin hydrochloride,1
CN109528763,"['hyaluronate sodium', 'cisplatin']","['DB08818', 'DB00515']","['-1', 'CID5702198']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB08818,DB00515,hyaluronate sodium,cisplatin,1
CN109568299,"['paclitaxel', 'ambroxol hydrochloride']","['DB01229', 'DB06742']","['CID36314', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01229,DB06742,paclitaxel,ambroxol hydrochloride,1
CN109568328,"['tenofovir alafenamide fumarate', 'cabotegravir']","['DB09299', 'DB11751']","['CID71492247', 'CID54713659']",infection hiv,Diseases of the genitourinary system,DB09299,DB11751,tenofovir alafenamide fumarate,cabotegravir,2
CN109568587,"['irinotecan hydrochloride', 'oxaliplatin']","['DB00762', 'DB00526']","['CID74990', 'CID11947679']",gastrointestinal injury,"Injuries to the abdomen, lower back, lumbar spine or pelvis",DB00762,DB00526,irinotecan hydrochloride,oxaliplatin,1
CN109568587,"['irinotecan hydrochloride', 'oxaliplatin']","['DB00762', 'DB00526']","['CID74990', 'CID11947679']",immunological disorders,Diseases of the immune system,DB00762,DB00526,irinotecan hydrochloride,oxaliplatin,1
CN109589326,"['vincristine sulfate', 'ferulic acid']","['DB00541', 'DB07767']","['CID5388992', 'CID445858']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00541,DB07767,vincristine sulfate,ferulic acid,1
CN109589327,"['gefitinib', 'ferulic acid']","['DB00317', 'DB07767']","['CID123631', 'CID445858']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00317,DB07767,gefitinib,ferulic acid,1
CN109640993,"['amodiaquine', 'metformin hydrochloride']","['DB00613', 'DB00331']","['CID2165', 'CID14219']",hyperlipidemia,Metabolic disorders,DB00613,DB00331,amodiaquine,metformin hydrochloride,2
CN109641059,"['carteolol hydrochloride', 'edetic acid']","['DB00521', 'DB00974']","['CID40127', 'CID6049']",glaucoma,Disorders of the visual organs,DB00521,DB00974,carteolol hydrochloride,edetic acid,2
CN109662964,"['levetiracetam', 'donepezil hydrochloride']","['DB01202', 'DB00843']","['CID5284583', 'CID5741']",amyotrophic lateral sclerosis,Motor neuron diseases or related disorders,DB01202,DB00843,levetiracetam,donepezil hydrochloride,1
CN109662964,"['levetiracetam', 'donepezil hydrochloride']","['DB01202', 'DB00843']","['CID5284583', 'CID5741']",dementia alzheimer type,Neurocognitive disorders,DB01202,DB00843,levetiracetam,donepezil hydrochloride,1
CN109662964,"['levetiracetam', 'donepezil hydrochloride']","['DB01202', 'DB00843']","['CID5284583', 'CID5741']",schizophrenia,Schizophrenia or other primary psychotic disorders,DB01202,DB00843,levetiracetam,donepezil hydrochloride,1
CN109662964,"['levetiracetam', 'donepezil hydrochloride']","['DB01202', 'DB00843']","['CID5284583', 'CID5741']",stress post-traumatic,Disorders specifically associated with stress,DB01202,DB00843,levetiracetam,donepezil hydrochloride,1
CN109674801,"['abiraterone acetate', 'afuresertib hydrochloride']","['DB05812', 'DB11648']","['CID9821849', 'CID46843056']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB05812,DB11648,abiraterone acetate,afuresertib hydrochloride,1
CN109675039,"['combretastatin a-4', 'evofosfamide']","['DB14680', 'DB06091']","['CID5351344', 'CID11984561']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB14680,DB06091,combretastatin a-4,evofosfamide,1
CN109675043,"['paclitaxel', 'methionine']","['DB01229', 'DB00134']","['CID36314', 'CID876']",cancer breast,Disorders of breast,DB01229,DB00134,paclitaxel,methionine,1
CN109689062,"['buparlisib', 'azd-6482']","['DB11666', 'DB14980']","['CID16654980', 'CID44137675']",cancer breast,Disorders of breast,DB11666,DB14980,buparlisib,azd-6482,1
CN109689062,"['buparlisib', 'azd-6482']","['DB11666', 'DB14980']","['CID16654980', 'CID44137675']",cancer ovary (epithelial),Neoplasms of the circulatory system,DB11666,DB14980,buparlisib,azd-6482,1
CN109689062,"['buparlisib', 'azd-6482']","['DB11666', 'DB14980']","['CID16654980', 'CID44137675']",cancer prostate,Diseases of the male genital system,DB11666,DB14980,buparlisib,azd-6482,1
CN109692152,"['dexamethasone', 'lovastatin']","['DB01234', 'DB00227']","['CID5743', 'CID53232']",arthritis,Arthropathies,DB01234,DB00227,dexamethasone,lovastatin,1
CN109692152,"['dexamethasone', 'lovastatin']","['DB01234', 'DB00227']","['CID5743', 'CID53232']",atherosclerosis,Diseases of arteries or arterioles,DB01234,DB00227,dexamethasone,lovastatin,1
CN109692152,"['dexamethasone', 'lovastatin']","['DB01234', 'DB00227']","['CID5743', 'CID53232']",hypercholesterolemia,Metabolic disorders,DB01234,DB00227,dexamethasone,lovastatin,1
CN109692152,"['dexamethasone', 'lovastatin']","['DB01234', 'DB00227']","['CID5743', 'CID53232']",multiple myeloma,Neoplasms,DB01234,DB00227,dexamethasone,lovastatin,1
CN109700757,"['paracetamol', 'mesalazine']","['DB00316', 'DB00244']","['CID1983', 'CID4075']",ulcerative colitis,Inflammatory bowel diseases,DB00316,DB00244,paracetamol,mesalazine,1
CN109701036,"['donepezil hydrochloride', 'clioquinol']","['DB00843', 'DB04815']","['CID5741', 'CID2788']",dementia alzheimer type,Neurocognitive disorders,DB00843,DB04815,donepezil hydrochloride,clioquinol,1
CN109718235,"['acitretin', 'levamisole hydrochloride']","['DB00459', 'DB00848']","['CID5284513', 'CID27944']",cholangiocarcinoma,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00459,DB00848,acitretin,levamisole hydrochloride,1
CN109745288,"['doxorubicin hydrochloride', 'omacetaxine mepesuccinate']","['DB00997', 'DB04865']","['CID31703', 'CID285033']",acute myeloid leukemia,Neoplasms,DB00997,DB04865,doxorubicin hydrochloride,omacetaxine mepesuccinate,2
CN109745288,"['doxorubicin hydrochloride', 'omacetaxine mepesuccinate']","['DB00997', 'DB04865']","['CID31703', 'CID285033']",cancer cervix,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB04865,doxorubicin hydrochloride,omacetaxine mepesuccinate,1
CN109745326,"['vorinostat', 'gefitinib']","['DB02546', 'DB00317']","['CID5311', 'CID123631']",cancer lung (non-small cell) (nsclc),Neoplasms of the respiratory system,DB02546,DB00317,vorinostat,gefitinib,1
CN109771657,"['imiquimod', 'combretastatin a-4']","['DB00724', 'DB14680']","['CID57469', 'CID5351344']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00724,DB14680,imiquimod,combretastatin a-4,1
CN109771661,"['doxorubicin hydrochloride', 'osimertinib mesylate']","['DB00997', 'DB09330']","['CID31703', 'CID78357807']",cancer lung (non-small cell) (nsclc),Neoplasms of the respiratory system,DB00997,DB09330,doxorubicin hydrochloride,osimertinib mesylate,1
CN109793727,"['chlorpromazine', 'metformin hydrochloride']","['DB00477', 'DB00331']","['CID2726', 'CID14219']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00477,DB00331,chlorpromazine,metformin hydrochloride,1
CN109793734,"['paroxetine', 'modafinil']","['DB00715', 'DB00745']","['CID43815', 'CID4236']",depression,Mood disorders,DB00715,DB00745,paroxetine,modafinil,1
CN109793744,"['dinoprostone', 'capecitabine']","['DB00917', 'DB01101']","['CID5280360', 'CID60953']",fibroids uterine (myoma),"Noninflammatory disorders of uterus, except cervix",DB00917,DB01101,dinoprostone,capecitabine,1
CN109793755,"['dexamethasone', 'levofloxacin']","['DB01234', 'DB01137']","['CID5743', 'CID149096']",lesion skin,"Symptoms, signs or clinical findings involving the skin",DB01234,DB01137,dexamethasone,levofloxacin,1
CN109793757,"['tranexamic acid', 'glycyrrhizinic acid']","['DB00302', 'DB13751']","['CID5526', 'CID14982']",scar hypertrophic,Skin disorders involving specific cutaneous structures,DB00302,DB13751,tranexamic acid,glycyrrhizinic acid,1
CN109806397,"['irbesartan', 'henagliflozin']","['DB01029', 'DB11939']","['CID3749', 'CID56832738']",diabetic nephropathy,Chronic kidney disease,DB01029,DB11939,irbesartan,henagliflozin,1
CN109806397,"['irbesartan', 'henagliflozin']","['DB01029', 'DB11939']","['CID3749', 'CID56832738']",hypertension,Hypertensive diseases,DB01029,DB11939,irbesartan,henagliflozin,1
CN109833327,"['gemcitabine hydrochloride', 'lb-100']","['DB00441', 'DB15412']","['CID60750', 'CID45101433']",cancer bladder,Diseases of the urinary system,DB00441,DB15412,gemcitabine hydrochloride,lb-100,1
CN109843276,"['perphenazine', 'colistin sulfate']","['DB00850', 'DB00803']","['CID4748', '-1']",infection bacterial,Other bacterial diseases,DB00850,DB00803,perphenazine,colistin sulfate,1
CN109846819,"['vitamin e', 'ergocalciferol']","['DB00163', 'DB00153']","['CID14985', 'CID5280793']",cardiovascular disorders,Certain specified forms of heart disease,DB00163,DB00153,vitamin e,ergocalciferol,1
CN109846819,"['vitamin e', 'ergocalciferol']","['DB00163', 'DB00153']","['CID14985', 'CID5280793']",liver diseases,Diseases of the digestive system,DB00163,DB00153,vitamin e,ergocalciferol,1
CN109846819,"['vitamin e', 'ergocalciferol']","['DB00163', 'DB00153']","['CID14985', 'CID5280793']",osteoporosis,Osteopathies or chondropathies,DB00163,DB00153,vitamin e,ergocalciferol,1
CN109846882,"['buprenorphine hydrochloride', 'borneol']","['DB00921', 'DB11288']","['CID3033050', 'CID64685']",pain cancer,"General symptoms, signs or clinical findings",DB00921,DB11288,buprenorphine hydrochloride,borneol,1
CN109846892,"['levodopa', 'acetylsalicylic acid']","['DB01235', 'DB00945']","['CID6047', 'CID2244']",parkinson's disease,Movement disorders,DB01235,DB00945,levodopa,acetylsalicylic acid,1
CN109876145,"['gossypol', 'cisplatin']","['DB13044', 'DB00515']","['CID3503', 'CID5702198']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB13044,DB00515,gossypol,cisplatin,1
CN109896992,"['levobupivacaine hydrochloride', 'salicylic acid']","['DB01002', 'DB00936']","['CID117965', 'CID338']",pain,"General symptoms, signs or clinical findings",DB01002,DB00936,levobupivacaine hydrochloride,salicylic acid,1
CN109925307,"['hyaluronate sodium', 'isoflavone']","['DB08818', 'DB12007']","['-1', '-1']",retinoblastoma,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB08818,DB12007,hyaluronate sodium,isoflavone,1
CN109925307,"['hyaluronate sodium', 'isoflavone']","['DB08818', 'DB12007']","['-1', '-1']",stargardt disease,Disorders of the visual organs,DB08818,DB12007,hyaluronate sodium,isoflavone,1
CN109953974,"['doxorubicin hydrochloride', 'sunitinib malate']","['DB00997', 'DB01268']","['CID31703', 'CID6456015']",cancer breast,Disorders of breast,DB00997,DB01268,doxorubicin hydrochloride,sunitinib malate,1
CN109954141,"['betamethasone', 'zinc sulfate']","['DB00443', 'DB09322']","['CID9782', 'CID24424']",autoimmune disease,Diseases of the musculoskeletal system or connective tissue,DB00443,DB09322,betamethasone,zinc sulfate,1
CN109963562,"['merestinib', 'emibetuzumab']","['DB12381', 'DB11849']","['-1', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB12381,DB11849,merestinib,emibetuzumab,1
CN109966498,"['cimetidine', 'folic acid']","['DB00501', 'DB00158']","['CID2756', 'CID6037']",depression,Mood disorders,DB00501,DB00158,cimetidine,folic acid,1
CN109985040,"['sufentanil citrate', 'parecoxib sodium']","['DB00708', 'DB08439']","['CID41693', 'CID15895902']",pain,"General symptoms, signs or clinical findings",DB00708,DB08439,sufentanil citrate,parecoxib sodium,1
CN109985063,"['chlorhexidine hydrochloride', 'allantoin']","['DB00878', 'DB11100']","['CID9571016', 'CID204']",inflammation skin,"Symptoms, signs or clinical findings involving the skin",DB00878,DB11100,chlorhexidine hydrochloride,allantoin,1
CN109999027,"['polymyxin b sulfate', 'melatonin']","['DB00781', 'DB01065']","['-1', 'CID896']",infection bacterial,Other bacterial diseases,DB00781,DB01065,polymyxin b sulfate,melatonin,1
CN110013471,"['temozolomide', 'curcumin']","['DB00853', 'DB11672']","['CID5394', 'CID969516']",glioma,Neoplasms of brain or central nervous system,DB00853,DB11672,temozolomide,curcumin,1
CN110025578,"['budesonide', 'salbutamol sulfate']","['DB01222', 'DB01001']","['CID5281004', '-1']",asthma,Allergic or hypersensitivity conditions,DB01222,DB01001,budesonide,salbutamol sulfate,1
CN110025590,"['tacalcitol', 'docetaxel']","['DB13689', 'DB01248']","['CID5283734', 'CID148124']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB13689,DB01248,tacalcitol,docetaxel,1
CN110025618,"['artesunate', 'sorafenib']","['DB09274', 'DB00398']","['CID6917864', 'CID216239']",cancer liver,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB09274,DB00398,artesunate,sorafenib,1
CN110051847,"['gossypol', 'hydroxychloroquine sulfate']","['DB13044', 'DB01611']","['CID3503', 'CID12947']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB13044,DB01611,gossypol,hydroxychloroquine sulfate,1
CN110051848,"['combretastatin a-4', 'sorafenib']","['DB14680', 'DB00398']","['CID5351344', 'CID216239']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB14680,DB00398,combretastatin a-4,sorafenib,1
CN110063962,"['methotrexate', 'clofarabine']","['DB00563', 'DB00631']","['CID126941', 'CID119182']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00563,DB00631,methotrexate,clofarabine,1
CN110074978,"['valganciclovir hydrochloride', 'trans-resveratrol']","['DB01610', 'DB02709']","['-1', 'CID445154']",aging,Diseases of the stomach or the duodenum,DB01610,DB02709,valganciclovir hydrochloride,trans-resveratrol,1
CN110074978,"['valganciclovir hydrochloride', 'trans-resveratrol']","['DB01610', 'DB02709']","['-1', 'CID445154']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01610,DB02709,valganciclovir hydrochloride,trans-resveratrol,1
CN110074978,"['valganciclovir hydrochloride', 'trans-resveratrol']","['DB01610', 'DB02709']","['-1', 'CID445154']",infection hiv,Diseases of the genitourinary system,DB01610,DB02709,valganciclovir hydrochloride,trans-resveratrol,1
CN110074978,"['valganciclovir hydrochloride', 'trans-resveratrol']","['DB01610', 'DB02709']","['-1', 'CID445154']",retinitis cytomegaloviral,Disorders of the visual organs,DB01610,DB02709,valganciclovir hydrochloride,trans-resveratrol,1
CN110075304,"['captopril', 'valsartan']","['DB01197', 'DB00177']","['CID44093', 'CID60846']",osteoarthritis,Arthropathies,DB01197,DB00177,captopril,valsartan,1
CN110090217,"['uracil', 'flubendazole']","['DB03419', 'DB08974']","['CID1174', 'CID35802']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB03419,DB08974,uracil,flubendazole,1
